nombre,op1,op,op2,time
Benito_Alvaro_Cifuentes,29,-,49,5.565999984741211
Benito_Alvaro_Cifuentes,51,+,62,3.996000051498413
Benito_Alvaro_Cifuentes,38,/,64,1.5799999237060547
Benito_Alvaro_Cifuentes,49,/,93,2.3269999027252197
Benito_Alvaro_Cifuentes,7,+,33,2.5490000247955322
Benito_Alvaro_Cifuentes,39,*,9,9.67900013923645
Benito_Alvaro_Cifuentes,92,+,56,5.061000108718872
Benito_Alvaro_Cifuentes,94,+,68,6.675999879837036
Benito_Alvaro_Cifuentes,6,+,99,2.2850000858306885
Benito_Alvaro_Cifuentes,89,+,41,7.897000074386597
Benito_Alvaro_Cifuentes,24,+,7,2.0270001888275146
Benito_Alvaro_Cifuentes,20,-,6,1.4769999980926514
Benito_Alvaro_Cifuentes,77,/,54,1.5270001888275146
Benito_Alvaro_Cifuentes,17,*,75,43.88000011444092
Benito_Alvaro_Cifuentes,56,*,36,25.292999744415283
Benito_Alvaro_Cifuentes,21,*,96,39.282999753952026
Benito_Alvaro_Cifuentes,50,-,39,2.2380001544952393
Benito_Alvaro_Cifuentes,60,-,8,2.5230000019073486
Benito_Alvaro_Cifuentes,6,-,45,4.343000173568726
Benito_Alvaro_Cifuentes,24,-,57,4.7790000438690186
Benito_Alvaro_Cifuentes,3,*,79,11.865999937057495
Benito_Alvaro_Cifuentes,85,/,96,1.6419999599456787
Benito_Alvaro_Cifuentes,18,+,45,4.516999959945679
Benito_Alvaro_Cifuentes,93,-,24,5.735000133514404
Benito_Alvaro_Cifuentes,79,+,90,4.080999851226807
Benito_Alvaro_Cifuentes,4,-,49,2.5429999828338623
Benito_Alvaro_Cifuentes,85,+,77,4.267000198364258
Benito_Alvaro_Cifuentes,96,/,4,4.543999910354614
Benito_Alvaro_Cifuentes,59,+,87,3.939000129699707
Benito_Alvaro_Cifuentes,39,-,80,3.0430002212524414
Benito_Alvaro_Cifuentes,3,/,88,1.679999828338623
Benito_Alvaro_Cifuentes,14,*,73,30.861999988555908
Benito_Alvaro_Cifuentes,73,/,68,1.2890000343322754
Benito_Alvaro_Cifuentes,12,-,20,2.4760000705718994
Benito_Alvaro_Cifuentes,80,/,10,1.7549998760223389
Benito_Alvaro_Cifuentes,31,/,25,1.432999849319458
Benito_Alvaro_Cifuentes,1,-,37,2.5840001106262207
Benito_Alvaro_Cifuentes,85,*,18,18.97200036048889
Benito_Alvaro_Cifuentes,10,*,61,2.4679999351501465
Benito_Alvaro_Cifuentes,77,+,51,8.672999858856201
Benito_Alvaro_Cifuentes,56,+,93,4.61899995803833
Benito_Alvaro_Cifuentes,18,-,40,3.425999879837036
Benito_Alvaro_Cifuentes,35,+,23,3.57800030708313
Benito_Alvaro_Cifuentes,19,*,20,3.2009999752044678
Benito_Alvaro_Cifuentes,14,-,96,3.7209999561309814
Benito_Alvaro_Cifuentes,14,+,30,4.0400002002716064
Benito_Alvaro_Cifuentes,75,+,47,3.248999834060669
Benito_Alvaro_Cifuentes,92,-,29,8.162000179290771
Benito_Alvaro_Cifuentes,38,/,84,1.6649999618530273
Benito_Alvaro_Cifuentes,62,+,41,3.9769997596740723
Benito_Alvaro_Cifuentes,1,+,22,3.805999755859375
Benito_Alvaro_Cifuentes,5,/,11,1.4700002670288086
Benito_Alvaro_Cifuentes,88,-,64,3.795999765396118
Benito_Alvaro_Cifuentes,30,/,50,1.4049999713897705
Benito_Alvaro_Cifuentes,78,*,43,30.568000078201294
Benito_Alvaro_Cifuentes,31,-,91,3.7110002040863037
Benito_Alvaro_Cifuentes,14,-,65,4.335000038146973
Benito_Alvaro_Cifuentes,50,/,89,1.4229998588562012
Benito_Alvaro_Cifuentes,31,*,24,28.85599994659424
Benito_Alvaro_Cifuentes,43,/,74,1.4270000457763672
Benito_Alvaro_Cifuentes,68,+,19,5.539999961853027
Benito_Alvaro_Cifuentes,51,-,56,1.9629998207092285
Benito_Alvaro_Cifuentes,28,/,58,1.3490002155303955
Benito_Alvaro_Cifuentes,43,*,12,15.407999992370605
Benito_Alvaro_Cifuentes,64,-,36,5.6529998779296875
Benito_Alvaro_Cifuentes,66,+,47,6.5940001010894775
Benito_Alvaro_Cifuentes,53,/,23,4.421000003814697
Benito_Alvaro_Cifuentes,86,*,95,39.09000015258789
Benito_Alvaro_Cifuentes,60,*,65,12.695000171661377
Benito_Alvaro_Cifuentes,33,+,67,5.79200005531311
Benito_Alvaro_Cifuentes,97,*,49,24.991999864578247
Benito_Alvaro_Cifuentes,49,/,79,1.558000087738037
Benito_Alvaro_Cifuentes,17,+,72,3.6520001888275146
Benito_Alvaro_Cifuentes,6,-,52,5.14900016784668
Benito_Alvaro_Cifuentes,76,/,2,2.9079999923706055
Benito_Alvaro_Cifuentes,75,/,48,1.371000051498413
Benito_Alvaro_Cifuentes,49,-,37,5.104000091552734
Benito_Alvaro_Cifuentes,84,*,46,29.61899995803833
Benito_Alvaro_Cifuentes,0,/,78,3.015000104904175
Benito_Alvaro_Cifuentes,75,-,11,2.9040000438690186
Benito_Alvaro_Cifuentes,8,-,83,7.060999870300293
Benito_Alvaro_Cifuentes,6,*,96,14.358999967575073
Benito_Alvaro_Cifuentes,8,+,68,5.767999887466431
Benito_Alvaro_Cifuentes,92,/,12,5.447000026702881
Benito_Alvaro_Cifuentes,54,*,47,25.85300040245056
Benito_Alvaro_Cifuentes,20,+,80,2.69700026512146
Benito_Alvaro_Cifuentes,16,+,91,5.1539998054504395
Benito_Alvaro_Cifuentes,42,/,80,1.8940002918243408
Benito_Alvaro_Cifuentes,0,*,17,1.7960000038146973
Benito_Alvaro_Cifuentes,49,+,19,4.911999940872192
Benito_Alvaro_Cifuentes,1,-,81,3.38100004196167
Benito_Alvaro_Cifuentes,93,+,75,15.696000099182129
Benito_Alvaro_Cifuentes,82,*,51,18.718000173568726
Benito_Alvaro_Cifuentes,34,+,63,4.569000005722046
Benito_Alvaro_Cifuentes,10,-,88,3.490999698638916
Benito_Alvaro_Cifuentes,9,/,1,1.996999740600586
Benito_Alvaro_Cifuentes,51,+,25,3.61299991607666
Benito_Alvaro_Cifuentes,15,*,52,26.582000255584717
Benito_Alvaro_Cifuentes,50,-,32,2.5380001068115234
Benito_Alvaro_Cifuentes,64,/,55,1.5640003681182861
Benito_Alvaro_Cifuentes,13,-,89,9.419000148773193
Benito_Alvaro_Cifuentes,5,*,47,16.039000034332275
Benito_Alvaro_Cifuentes,15,-,14,1.3960001468658447
Benito_Alvaro_Cifuentes,74,-,36,5.556999921798706
Benito_Alvaro_Cifuentes,51,-,40,6.312999963760376
Benito_Alvaro_Cifuentes,80,+,41,4.161999940872192
Benito_Alvaro_Cifuentes,76,+,30,5.48199987411499
Benito_Alvaro_Cifuentes,32,-,46,3.82200026512146
Benito_Alvaro_Cifuentes,54,*,73,42.223000049591064
Benito_Alvaro_Cifuentes,67,/,68,1.8589999675750732
Benito_Alvaro_Cifuentes,73,+,20,2.677999973297119
Benito_Alvaro_Cifuentes,8,+,90,2.552000045776367
Benito_Alvaro_Cifuentes,78,+,47,10.60099983215332
Benito_Alvaro_Cifuentes,25,+,38,2.8499999046325684
Benito_Alvaro_Cifuentes,73,-,23,2.179999828338623
Benito_Alvaro_Cifuentes,75,-,17,7.697999715805054
Benito_Alvaro_Cifuentes,67,*,25,25.942999839782715
Benito_Alvaro_Cifuentes,90,/,69,2.631999969482422
Benito_Alvaro_Cifuentes,50,-,88,3.4660003185272217
Benito_Alvaro_Cifuentes,99,/,76,1.314000129699707
Benito_Alvaro_Cifuentes,54,+,49,4.289999723434448
Benito_Alvaro_Cifuentes,23,-,77,7.263000011444092
Benito_Alvaro_Cifuentes,15,+,25,2.739000082015991
Benito_Alvaro_Cifuentes,58,/,81,1.511000156402588
Benito_Alvaro_Cifuentes,9,/,88,1.5950000286102295
Benito_Alvaro_Cifuentes,31,/,41,1.5919997692108154
Benito_Alvaro_Cifuentes,9,/,94,1.4210000038146973
Benito_Alvaro_Cifuentes,53,+,11,3.739000082015991
Benito_Alvaro_Cifuentes,34,*,71,28.979000091552734
Benito_Alvaro_Cifuentes,27,/,10,2.36899995803833
Benito_Alvaro_Cifuentes,75,+,82,8.206000089645386
Benito_Alvaro_Cifuentes,34,*,39,29.282999992370605
Benito_Alvaro_Cifuentes,69,+,72,5.750999927520752
Benito_Alvaro_Cifuentes,10,*,17,4.622999906539917
Benito_Alvaro_Cifuentes,70,+,84,5.974999904632568
Benito_Alvaro_Cifuentes,19,*,89,43.14699983596802
Benito_Alvaro_Cifuentes,87,+,57,4.338000297546387
Benito_Alvaro_Cifuentes,85,-,51,4.458000183105469
Benito_Alvaro_Cifuentes,19,*,20,5.040999889373779
Benito_Alvaro_Cifuentes,50,*,54,6.180000066757202
Benito_Alvaro_Cifuentes,56,/,78,2.0270001888275146
Benito_Alvaro_Cifuentes,82,/,46,2.503999948501587
Benito_Alvaro_Cifuentes,3,*,63,4.455999851226807
Benito_Alvaro_Cifuentes,17,*,44,28.753999948501587
Benito_Alvaro_Cifuentes,52,+,38,3.884999990463257
Benito_Alvaro_Cifuentes,7,/,12,2.300999879837036
Benito_Alvaro_Cifuentes,37,-,53,12.838000059127808
Benito_Alvaro_Cifuentes,65,-,19,4.075000047683716
Benito_Alvaro_Cifuentes,44,*,51,22.194000005722046
Benito_Alvaro_Cifuentes,60,/,30,1.2889997959136963
Benito_Alvaro_Cifuentes,76,-,27,3.3499999046325684
Benito_Alvaro_Cifuentes,98,*,78,28.960000038146973
Benito_Alvaro_Cifuentes,3,/,87,1.7700002193450928
Benito_Alvaro_Cifuentes,49,*,66,21.508000135421753
Benito_Alvaro_Cifuentes,31,*,42,35.69700002670288
Benito_Alvaro_Cifuentes,60,-,50,1.8399999141693115
Benito_Alvaro_Cifuentes,58,+,26,4.60699987411499
Benito_Alvaro_Cifuentes,79,*,56,33.638999700546265
Benito_Alvaro_Cifuentes,89,/,73,1.318000078201294
Benito_Alvaro_Cifuentes,13,/,83,1.5409998893737793
Benito_Alvaro_Cifuentes,45,-,77,5.513000011444092
Benito_Alvaro_Cifuentes,41,/,73,1.4550001621246338
Benito_Alvaro_Cifuentes,6,/,22,1.506000280380249
Benito_Alvaro_Cifuentes,29,-,68,3.75600004196167
Benito_Alvaro_Cifuentes,68,*,8,28.13099980354309
Benito_Alvaro_Cifuentes,50,/,39,2.003999948501587
Benito_Alvaro_Cifuentes,14,/,67,1.311999797821045
Benito_Alvaro_Cifuentes,86,/,20,1.9049999713897705
Benito_Alvaro_Cifuentes,86,-,98,2.897000312805176
Benito_Alvaro_Cifuentes,85,+,56,4.586999893188477
Benito_Alvaro_Cifuentes,4,/,98,1.4769999980926514
Benito_Alvaro_Cifuentes,42,-,33,4.315999984741211
Benito_Alvaro_Cifuentes,35,-,37,1.9660000801086426
Benito_Alvaro_Cifuentes,91,/,14,2.9630000591278076
Benito_Alvaro_Cifuentes,13,-,24,6.9659998416900635
Benito_Alvaro_Cifuentes,33,/,2,5.446999788284302
Benito_Alvaro_Cifuentes,92,-,66,5.505999803543091
Benito_Alvaro_Cifuentes,86,+,48,4.997999906539917
Benito_Alvaro_Cifuentes,15,-,97,3.5940003395080566
Benito_Alvaro_Cifuentes,94,+,39,5.022000312805176
Benito_Alvaro_Cifuentes,30,/,76,1.7430000305175781
Benito_Alvaro_Cifuentes,49,/,83,3.128000020980835
Benito_Alvaro_Cifuentes,91,-,12,7.767999887466431
Benito_Alvaro_Cifuentes,42,+,22,3.8980002403259277
Benito_Alvaro_Cifuentes,65,+,74,4.416000127792358
Benito_Alvaro_Cifuentes,34,+,12,3.0280001163482666
Benito_Alvaro_Cifuentes,60,+,18,2.2819998264312744
Benito_Alvaro_Cifuentes,9,/,91,1.7960000038146973
Benito_Alvaro_Cifuentes,9,*,60,2.7209999561309814
Benito_Alvaro_Cifuentes,13,-,29,3.798999786376953
Benito_Alvaro_Cifuentes,44,-,4,1.5810003280639648
Benito_Alvaro_Cifuentes,19,*,21,8.164999961853027
Benito_Alvaro_Cifuentes,48,+,44,4.47599983215332
Benito_Alvaro_Cifuentes,27,/,37,1.556999921798706
Benito_Alvaro_Cifuentes,89,*,3,8.795000076293945
Benito_Alvaro_Cifuentes,32,+,57,5.3409998416900635
Benito_Alvaro_Cifuentes,9,/,36,1.5490000247955322
Benito_Alvaro_Cifuentes,54,*,19,9.674999713897705
Benito_Alvaro_Cifuentes,93,-,11,2.252000331878662
Benito_Alvaro_Cifuentes,53,/,37,1.5669996738433838
Benito_Alvaro_Cifuentes,23,*,27,30.509000062942505
Benito_Alvaro_Cifuentes,22,*,14,11.063000202178955
Benito_Alvaro_Cifuentes,73,/,79,1.8580000400543213
Benito_Alvaro_Cifuentes,89,*,17,30.842000246047974
Benito_Alvaro_Cifuentes,44,+,54,4.2230000495910645
Benito_Alvaro_Cifuentes,1,-,8,2.0279998779296875
Benito_Alvaro_Cifuentes,1,*,2,1.1449999809265137
Benito_Alvaro_Cifuentes,11,+,1,1.2609999179840088
Benito_Alvaro_Cifuentes,57,-,3,1.745999813079834
Benito_Alvaro_Cifuentes,93,-,32,4.74399995803833
Benito_Alvaro_Cifuentes,15,+,11,2.4839999675750732
Benito_Alvaro_Cifuentes,4,*,62,4.67900013923645
Benito_Alvaro_Cifuentes,54,+,28,4.079999923706055
Benito_Alvaro_Cifuentes,96,-,97,2.1519999504089355
Benito_Alvaro_Cifuentes,61,/,15,2.122999906539917
Benito_Alvaro_Cifuentes,62,/,75,1.434000015258789
Benito_Alvaro_Cifuentes,55,*,97,20.892000198364258
Benito_Alvaro_Cifuentes,64,-,38,6.322999715805054
Benito_Alvaro_Cifuentes,18,/,55,1.5189998149871826
Benito_Alvaro_Cifuentes,73,/,8,3.384000062942505
Benito_Alvaro_Cifuentes,83,/,40,2.3999998569488525
Benito_Alvaro_Cifuentes,73,*,46,34.555999755859375
Benito_Alvaro_Cifuentes,11,*,17,3.6630001068115234
Benito_Alvaro_Cifuentes,60,/,87,1.698000192642212
Benito_Alvaro_Cifuentes,51,+,19,2.6430001258850098
Benito_Alvaro_Cifuentes,8,/,34,1.4359996318817139
Benito_Alvaro_Cifuentes,61,*,94,48.4130003452301
Benito_Alvaro_Cifuentes,60,-,36,1.8640000820159912
Benito_Alvaro_Cifuentes,7,/,7,1.559999942779541
Benito_Alvaro_Cifuentes,27,/,31,1.4879999160766602
Benito_Alvaro_Cifuentes,8,-,94,5.42900013923645
Benito_Alvaro_Cifuentes,43,-,43,1.751000165939331
Benito_Alvaro_Cifuentes,6,/,1,1.630000114440918
Benito_Alvaro_Cifuentes,26,/,89,1.5920000076293945
Benito_Alvaro_Cifuentes,5,/,43,1.6599998474121094
Benito_Alvaro_Cifuentes,49,/,79,1.7249999046325684
Benito_Alvaro_Cifuentes,65,+,91,7.101999998092651
Benito_Alvaro_Cifuentes,88,+,67,7.282999753952026
Benito_Alvaro_Cifuentes,53,+,4,2.0820000171661377
Benito_Alvaro_Cifuentes,47,-,36,3.6690001487731934
Benito_Alvaro_Cifuentes,29,*,72,33.271000146865845
Benito_Alvaro_Cifuentes,20,+,72,2.386000156402588
Benito_Alvaro_Cifuentes,51,+,52,2.388000011444092
Benito_Alvaro_Cifuentes,86,+,97,7.115999937057495
Benito_Alvaro_Cifuentes,79,+,61,6.630000114440918
Benito_Alvaro_Cifuentes,51,*,5,4.102999687194824
Benito_Alvaro_Cifuentes,54,*,15,12.288000106811523
Benito_Alvaro_Cifuentes,81,*,74,47.94700002670288
Benito_Alvaro_Cifuentes,69,/,35,2.1000003814697266
Benito_Alvaro_Cifuentes,73,/,99,1.6510000228881836
Benito_Alvaro_Cifuentes,90,+,96,5.082000017166138
Benito_Alvaro_Cifuentes,71,/,90,1.5529999732971191
Benito_Alvaro_Cifuentes,46,+,56,5.46399998664856
Benito_Alvaro_Cifuentes,64,/,36,2.4609999656677246
Benito_Alvaro_Cifuentes,42,*,23,25.256999969482422
Benito_Alvaro_Cifuentes,84,/,70,1.9549999237060547
Benito_Alvaro_Cifuentes,46,/,85,1.6000001430511475
Benito_Alvaro_Cifuentes,92,-,80,1.5220000743865967
Benito_Alvaro_Cifuentes,56,-,94,10.83899998664856
Benito_Alvaro_Cifuentes,80,+,25,2.503000020980835
Benito_Alvaro_Cifuentes,73,-,35,4.167999982833862
Benito_Alvaro_Cifuentes,5,/,82,1.5089998245239258
Benito_Alvaro_Cifuentes,32,-,99,4.86899995803833
Benito_Alvaro_Cifuentes,64,*,42,27.658000230789185
Benito_Alvaro_Cifuentes,29,*,62,26.94700002670288
Benito_Alvaro_Cifuentes,80,+,65,3.5969998836517334
Benito_Alvaro_Cifuentes,84,-,27,4.966000318527222
Benito_Alvaro_Cifuentes,43,-,98,6.431000232696533
Benito_Alvaro_Cifuentes,88,+,79,9.013999700546265
Benito_Alvaro_Cifuentes,48,-,61,4.227999925613403
Benito_Alvaro_Cifuentes,44,/,55,1.3340001106262207
Benito_Alvaro_Cifuentes,23,*,52,21.782999753952026
Benito_Alvaro_Cifuentes,85,*,29,37.06700015068054
Benito_Alvaro_Cifuentes,61,+,3,2.8310000896453857
Benito_Alvaro_Cifuentes,70,+,43,3.933000087738037
Benito_Alvaro_Cifuentes,15,*,14,6.245000123977661
Benito_Alvaro_Cifuentes,38,-,25,2.188999891281128
Benito_Alvaro_Cifuentes,29,*,60,14.849999904632568
Benito_Alvaro_Cifuentes,19,-,19,2.9790000915527344
Benito_Alvaro_Cifuentes,72,*,77,32.76599979400635
Benito_Alvaro_Cifuentes,64,/,51,1.2150001525878906
Benito_Alvaro_Cifuentes,56,/,8,2.98799991607666
Benito_Alvaro_Cifuentes,44,-,64,3.140000104904175
Benito_Alvaro_Cifuentes,54,/,25,1.5750000476837158
Benito_Alvaro_Cifuentes,61,*,39,24.907999992370605
Benito_Alvaro_Cifuentes,36,*,95,23.108999967575073
Benito_Alvaro_Cifuentes,41,*,89,27.360999822616577
Benito_Alvaro_Cifuentes,11,+,90,2.6619999408721924
Benito_Alvaro_Cifuentes,96,*,63,38.96600008010864
Benito_Alvaro_Cifuentes,14,+,45,3.0999999046325684
Benito_Alvaro_Cifuentes,84,+,9,5.778000116348267
Benito_Alvaro_Cifuentes,89,+,39,3.883000135421753
Benito_Alvaro_Cifuentes,53,*,69,30.045999765396118
Benito_Alvaro_Cifuentes,40,+,15,3.946000099182129
Benito_Alvaro_Cifuentes,53,+,57,4.064000129699707
Benito_Alvaro_Cifuentes,95,+,35,5.372999906539917
Benito_Alvaro_Cifuentes,77,*,81,21.17400026321411
Benito_Alvaro_Cifuentes,97,-,21,4.122000217437744
Benito_Alvaro_Cifuentes,86,/,80,1.4760000705718994
Benito_Alvaro_Cifuentes,86,-,78,9.839999914169312
Benito_Alvaro_Cifuentes,36,-,24,2.990000009536743
Benito_Alvaro_Cifuentes,38,+,46,6.384000062942505
Benito_Alvaro_Cifuentes,39,*,88,24.476999759674072
Benito_Alvaro_Cifuentes,82,+,82,3.4230000972747803
Benito_Alvaro_Cifuentes,75,/,32,1.9700000286102295
Benito_Alvaro_Cifuentes,93,-,41,3.4769999980926514
Benito_Alvaro_Cifuentes,64,*,58,31.411999940872192
Benito_Alvaro_Cifuentes,57,/,80,1.7039999961853027
Benito_Alvaro_Cifuentes,88,*,32,28.16200017929077
Benito_Alvaro_Cifuentes,98,*,26,13.839000225067139
Benito_Alvaro_Cifuentes,72,-,30,2.5980000495910645
Benito_Alvaro_Cifuentes,18,/,25,1.5740001201629639
Benito_Alvaro_Cifuentes,50,*,80,3.509999990463257
Benito_Alvaro_Cifuentes,77,*,63,45.359999895095825
Benito_Alvaro_Cifuentes,39,+,80,3.436000108718872
Benito_Alvaro_Cifuentes,4,*,68,11.664999961853027
Benito_Alvaro_Cifuentes,72,-,52,2.32099986076355
Benito_Alvaro_Cifuentes,71,/,87,1.7609999179840088
Benito_Alvaro_Cifuentes,45,/,62,1.4809999465942383
Benito_Alvaro_Cifuentes,85,+,38,4.11299991607666
Benito_Alvaro_Cifuentes,58,*,60,29.592000007629395
Benito_Alvaro_Cifuentes,1,+,86,2.438000202178955
Benito_Alvaro_Cifuentes,33,*,42,31.769999980926514
Benito_Alvaro_Cifuentes,55,*,3,3.6640000343322754
Benito_Alvaro_Cifuentes,72,-,58,7.003000020980835
Benito_Alvaro_Cifuentes,6,-,50,2.48799991607666
Benito_Alvaro_Cifuentes,67,/,86,1.9129998683929443
Benito_Alvaro_Cifuentes,14,-,94,3.75600004196167
Benito_Alvaro_Cifuentes,17,*,53,28.18400001525879
Benito_Alvaro_Cifuentes,22,/,92,2.1999998092651367
Benito_Alvaro_Cifuentes,49,/,89,1.8320000171661377
Benito_Alvaro_Cifuentes,41,/,31,1.3479998111724854
Benito_Alvaro_Cifuentes,36,*,74,34.584999799728394
Benito_Alvaro_Cifuentes,1,-,81,4.133000135421753
Benito_Alvaro_Cifuentes,63,+,68,3.6530003547668457
Benito_Alvaro_Cifuentes,5,/,51,1.7350001335144043
Benito_Alvaro_Cifuentes,59,-,44,2.388000011444092
Benito_Alvaro_Cifuentes,79,*,4,12.15499997138977
Benito_Alvaro_Cifuentes,59,+,63,3.3589999675750732
Benito_Alvaro_Cifuentes,31,*,33,35.873000144958496
Benito_Alvaro_Cifuentes,85,-,60,2.187999725341797
Benito_Alvaro_Cifuentes,38,/,69,1.6100001335144043
Benito_Alvaro_Cifuentes,33,-,88,2.633999824523926
Benito_Alvaro_Cifuentes,36,+,9,2.506999969482422
Benito_Alvaro_Cifuentes,5,-,44,3.6060001850128174
Benito_Alvaro_Cifuentes,17,/,97,1.431999921798706
Benito_Alvaro_Cifuentes,90,/,51,1.5339996814727783
Benito_Alvaro_Cifuentes,8,*,65,11.394000053405762
Benito_Alvaro_Cifuentes,54,*,54,31.00599980354309
Benito_Alvaro_Cifuentes,57,/,25,2.0979998111724854
Benito_Alvaro_Cifuentes,5,-,14,2.746999979019165
Benito_Alvaro_Cifuentes,56,+,78,3.883000135421753
Benito_Alvaro_Cifuentes,94,-,33,4.328999996185303
Benito_Alvaro_Cifuentes,3,/,86,1.5759999752044678
Benito_Alvaro_Cifuentes,90,/,48,2.192999839782715
Benito_Alvaro_Cifuentes,50,/,9,4.799999952316284
Benito_Alvaro_Cifuentes,90,+,94,3.882000207901001
Benito_Alvaro_Cifuentes,62,/,43,3.0460002422332764
Benito_Alvaro_Cifuentes,34,/,57,1.6699998378753662
Benito_Alvaro_Cifuentes,77,/,77,1.2000000476837158
Benito_Alvaro_Cifuentes,24,/,84,1.5880002975463867
Benito_Alvaro_Cifuentes,21,/,61,2.9169998168945312
Benito_Alvaro_Cifuentes,87,+,6,3.002000093460083
Benito_Alvaro_Cifuentes,37,/,52,1.6119999885559082
Benito_Alvaro_Cifuentes,32,*,62,31.35199999809265
cesar,40,/,73,4.190807819
cesar,52,*,70,13.33592916
cesar,27,*,96,24.23921418
cesar,31,*,94,23.60596108
cesar,0,*,58,3.653423071
cesar,35,-,15,3.404630899
cesar,95,-,89,4.43781805
cesar,45,/,9,4.549844027
cesar,43,*,83,18.89567327
cesar,74,*,63,20.04466987
cesar,33,/,69,3.28249979
cesar,47,*,8,12.15173578
cesar,46,/,36,3.702511072
cesar,85,/,53,4.170614004
cesar,55,-,38,6.36895895
cesar,49,+,63,5.760463953
cesar,43,+,18,4.903501034
cesar,90,+,9,2.794331789
cesar,50,/,13,4.524711847
cesar,59,-,93,22.74271894
cesar,39,/,64,5.920678139
cesar,8,-,12,3.896141052
cesar,25,+,91,4.953382015
cesar,72,/,64,8.535286903
cesar,26,-,17,3.723485947
cesar,85,/,63,2.827233076
cesar,42,+,26,4.125730276
cesar,89,-,0,3.306434155
cesar,49,+,32,4.17171216
cesar,13,*,47,17.54103184
cesar,76,*,88,17.92408824
cesar,74,*,51,15.40302587
cesar,12,+,4,3.014626026
cesar,53,/,94,3.325560093
cesar,34,*,57,20.75787902
cesar,62,*,80,12.30099893
cesar,15,-,10,3.12026906
cesar,56,-,34,5.495268106
cesar,65,+,76,6.177661896
cesar,20,*,38,21.00533485
cesar,45,-,43,2.899697065
cesar,76,/,60,2.817463875
cesar,2,+,52,2.63165617
cesar,8,+,71,4.21273303
cesar,75,/,98,3.038249969
cesar,9,/,53,2.460011244
cesar,45,-,62,4.463689804
cesar,23,/,49,2.819394112
cesar,9,+,6,2.804834127
cesar,61,-,71,4.499544144
cesar,5,*,71,6.527479172
cesar,16,-,94,16.85300231
cesar,66,-,43,5.620167017
cesar,55,+,79,7.673813105
cesar,45,/,41,3.221714973
cesar,4,-,76,4.911348104
cesar,79,/,53,2.609327793
cesar,6,-,86,5.223374844
cesar,85,+,33,5.006615877
cesar,50,*,28,8.407243013
cesar,85,/,96,3.155079126
cesar,71,*,87,16.34404278
cesar,89,*,11,14.5408051
cesar,30,-,9,3.091876268
cesar,72,*,80,9.843621969
cesar,18,*,77,19.68647695
cesar,52,-,53,5.525898218
cesar,35,+,79,6.601033926
cesar,5,/,5,2.261774778
cesar,30,-,56,5.298415184
cesar,13,/,14,2.600439072
cesar,3,-,2,2.051157951
cesar,87,-,85,4.682461977
cesar,2,*,40,2.175233126
cesar,24,/,90,1.607657909
cesar,76,*,20,7.320195198
cesar,50,-,7,3.067921877
cesar,99,*,31,15.60533571
cesar,47,*,80,11.65469313
cesar,33,-,42,3.090331793
cesar,58,-,1,2.863905907
cesar,42,*,69,21.83761311
cesar,61,/,22,4.166403055
cesar,86,*,3,7.066610336
cesar,42,+,29,4.415615082
cesar,14,-,46,8.806769133
cesar,7,+,85,2.027769804
cesar,42,/,98,1.834134817
cesar,89,-,29,6.286406994
cesar,19,+,12,2.428977013
cesar,62,*,59,21.97365808
cesar,42,*,92,28.7113359
cesar,85,*,44,22.66846108
cesar,26,-,54,7.634521246
cesar,7,*,99,19.84577799
cesar,70,/,13,5.827077866
cesar,64,-,25,8.878868818
cesar,60,/,74,3.389397144
cesar,30,+,30,1.846333981
cesar,91,/,29,6.201174974
cesar,45,+,56,5.652343035
cesar,99,*,60,14.49055791
cesar,27,/,52,2.644561768
cesar,9,-,69,3.256007195
cesar,31,+,68,4.879245758
cesar,83,/,12,6.826847076
cesar,24,/,56,5.015424967
cesar,27,-,80,10.15653801
cesar,84,+,25,3.930516005
cesar,59,/,61,2.580980062
cesar,97,/,96,3.648713112
cesar,17,+,27,3.873398781
cesar,82,/,78,5.139387846
cesar,75,*,98,20.30991888
cesar,31,-,73,11.00051999
cesar,70,-,6,2.242780924
cesar,48,*,57,18.91784072
cesar,2,+,68,2.473322153
cesar,95,*,21,11.47531581
cesar,67,*,15,14.88368511
cesar,34,*,90,9.847947121
cesar,43,*,97,17.28983784
cesar,72,-,89,5.096791983
cesar,81,-,38,6.16705513
cesar,58,+,52,3.854320049
cesar,81,*,30,5.009671926
cesar,64,-,68,3.233061075
cesar,71,+,38,3.827616215
cesar,28,-,79,7.944105148
cesar,6,*,78,15.32405233
cesar,15,-,63,7.997116089
cesar,80,/,67,2.397084951
cesar,98,/,26,7.475934029
cesar,28,*,59,18.37297773
cesar,52,*,28,14.99549818
cesar,49,*,35,16.53942299
cesar,43,/,65,2.249166012
cesar,33,-,36,2.219020128
cesar,12,/,89,1.685909986
cesar,59,*,89,21.49820805
cesar,39,+,55,4.681229115
cesar,71,+,34,3.001259089
cesar,43,*,5,6.43738389
cesar,93,/,68,2.422903776
cesar,22,+,40,2.166087151
cesar,35,/,83,1.767611027
cesar,86,-,2,2.129070759
cesar,12,+,26,2.263620138
cesar,65,/,82,1.596584797
cesar,69,-,22,4.214258909
cesar,62,+,23,2.834444046
cesar,18,/,71,1.730699062
cesar,20,/,90,1.522620916
cesar,49,/,34,4.957126141
cesar,10,-,29,3.097616196
cesar,92,+,79,4.05903697
cesar,65,-,29,4.926441908
cesar,58,*,50,8.837529659
